Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
2507.0,22.0,84,Credit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,7960,10E200370,Salaries and Allowances,,,030,Nagoya Branch,6605872,2022-02
2507.0,23.0,84,Debit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,40759,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,55433976,2022-02
2507.0,23.0,84,Credit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,40759,10E200370,Salaries and Allowances,,,030,Nagoya Branch,6646631,2022-02
2507.0,24.0,84,Debit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10E200370,Salaries and Allowances,,,030,Nagoya Branch,36691,0,10B100690,Deposits Received,9,Other,000,Common Department,55470667,2022-02
2507.0,24.0,84,Credit,2022-02-23,Month 2 Payroll Other 3000 Nagoya Sales Office,10B100690,Deposits Received,9,Other,000,Common Department,0,36691,10E200370,Salaries and Allowances,,,030,Nagoya Branch,6683322,2022-02
2507.0,25.0,84,Debit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,776468,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,56247135,2022-02
2507.0,25.0,84,Credit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,776468,10E200370,Salaries and Allowances,,,040,Osaka Branch,104797314,2022-02
2507.0,26.0,84,Debit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,119477,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,56366612,2022-02
2507.0,26.0,84,Credit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,119477,10E200370,Salaries and Allowances,,,040,Osaka Branch,6802799,2022-02
2507.0,27.0,84,Debit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,53400,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,56420012,2022-02
2507.0,27.0,84,Credit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,53400,10E200370,Salaries and Allowances,,,040,Osaka Branch,6856199,2022-02
2507.0,28.0,84,Debit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,16950,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,56436962,2022-02
2507.0,28.0,84,Credit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,16950,10E200370,Salaries and Allowances,,,040,Osaka Branch,6873149,2022-02
2507.0,29.0,84,Debit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,13570,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,56450532,2022-02
2507.0,29.0,84,Credit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,13570,10E200370,Salaries and Allowances,,,040,Osaka Branch,6886719,2022-02
2507.0,30.0,84,Debit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10E200370,Salaries and Allowances,,,040,Osaka Branch,18388,0,10B100690,Deposits Received,9,Other,000,Common Department,56468920,2022-02
2507.0,30.0,84,Credit,2022-02-23,Month 2 Payroll Other 4000 Osaka Branch,10B100690,Deposits Received,9,Other,000,Common Department,0,18388,10E200370,Salaries and Allowances,,,040,Osaka Branch,6905107,2022-02
2507.0,31.0,84,Debit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,448558,0,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,56917478,2022-02
2507.0,31.0,84,Credit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10A100020,Ordinary Deposits,20,ABC Bank Head Office,000,Common Department,0,448558,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,104348756,2022-02
2507.0,32.0,84,Debit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,67268,0,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,56984746,2022-02
2507.0,32.0,84,Credit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,1,Insurance Expenses,000,Common Department,0,67268,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,6972375,2022-02
2507.0,33.0,84,Debit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,31700,0,10B100690,Deposits Received,2,Resident Tax,000,Common Department,57016446,2022-02
2507.0,33.0,84,Credit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,2,Resident Tax,000,Common Department,0,31700,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,7004075,2022-02
2507.0,34.0,84,Debit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,8180,0,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,57024626,2022-02
2507.0,34.0,84,Credit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,3,Withholding Tax,000,Common Department,0,8180,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,7012255,2022-02
2507.0,35.0,84,Debit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,18540,0,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,57043166,2022-02
2507.0,35.0,84,Credit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,4,Savings and Insurance,000,Common Department,0,18540,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,7030795,2022-02
2507.0,36.0,84,Debit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,16343,0,10B100690,Deposits Received,9,Other,000,Common Department,57059509,2022-02
2507.0,36.0,84,Credit,2022-02-23,Month 2 Payroll Other 5000 Kyushu Sales Office,10B100690,Deposits Received,9,Other,000,Common Department,0,16343,10E200370,Salaries and Allowances,,,050,Kyushu Sales Office,7047138,2022-02
2502.0,1.0,9,Debit,2022-02-23,Condolence gift,10E200150,Entertainment Expenses,,,010,Sapporo Sales Office,10000,0,10A100020,Cash,,,000,Common Department,3956746,2022-02
2502.0,1.0,9,Credit,2022-02-23,Condolence gift,10A100020,Cash,,,000,Common Department,0,10000,10E200150,Entertainment Expenses,,,010,Sapporo Sales Office,104338756,2022-02
2502.0,2.0,9,Debit,2022-02-23,Flowers,10E200150,Entertainment Expenses,,,010,Sapporo Sales Office,12000,0,10A100020,Cash,,,000,Common Department,3968746,2022-02
2502.0,2.0,9,Credit,2022-02-23,Flowers,10A100020,Cash,,,000,Common Department,0,12000,10E200150,Entertainment Expenses,,,010,Sapporo Sales Office,104326756,2022-02
2514.0,1.0,104,Debit,2022-02-24,Cof fee expense 3 people,10E200150,Entertainment Expenses,,,040,Osaka Branch,1890,0,10A100020,Cash,,,000,Common Department,3970636,2022-02
2514.0,1.0,104,Credit,2022-02-24,Cof fee expense 3 people,10A100020,Cash,,,000,Common Department,0,1890,10E200150,Entertainment Expenses,,,040,Osaka Branch,104324866,2022-02
2515.0,1.0,120,Debit,2022-02-24,Outsourcing fee,10E200020,Sales Commissions,,,040,Osaka Branch,315000,0,10B100630,Accounts Payable Other,,,000,Common Department,22825167,2022-02
2515.0,1.0,120,Credit,2022-02-24,Outsourcing fee,10B100630,Accounts Payable Other,,,000,Common Department,0,315000,10E200020,Sales Commissions,,,040,Osaka Branch,11789336,2022-02
2516.0,1.0,157,Debit,2022-02-24,Airfare,10E201230,Travel and Transportation Expenses,,,050,Kyushu Sales Office,44000,0,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,000,Common Department,11574835,2022-02
2516.0,1.0,157,Credit,2022-02-24,Airfare,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,000,Common Department,0,44000,10E201230,Travel and Transportation Expenses,,,050,Kyushu Sales Office,104280866,2022-02
2517.0,1.0,172,Debit,2022-02-24,Outsourcing fee payment,10E200020,Sales Commissions,,,010,Sapporo Sales Office,122000,0,10B100630,Accounts Payable Other,,,000,Common Department,22947167,2022-02
2517.0,1.0,172,Credit,2022-02-24,Outsourcing fee payment,10B100630,Accounts Payable Other,,,000,Common Department,0,122000,10E200020,Sales Commissions,,,010,Sapporo Sales Office,11911336,2022-02
2510.0,1.0,75,Debit,2022-02-24,Cof fee expense 2 people,10E200150,Entertainment Expenses,,,020,Tokyo Branch,1260,0,10A100020,Cash,,,000,Common Department,3971896,2022-02
2510.0,1.0,75,Credit,2022-02-24,Cof fee expense 2 people,10A100020,Cash,,,000,Common Department,0,1260,10E200150,Entertainment Expenses,,,020,Tokyo Branch,104279606,2022-02
2511.0,1.0,78,Debit,2022-02-24,Outsourcing fee payment,10E200020,Sales Commissions,,,030,Nagoya Branch,189000,0,10B100630,Accounts Payable Other,,,000,Common Department,23136167,2022-02
2511.0,1.0,78,Credit,2022-02-24,Outsourcing fee payment,10B100630,Accounts Payable Other,,,000,Common Department,0,189000,10E200020,Sales Commissions,,,030,Nagoya Branch,12100336,2022-02
2512.0,1.0,83,Debit,2022-02-24,Vehicle management expense,10E201120,Vehicle Expenses,,,030,Nagoya Branch,38700,0,10A100020,Cash,,,000,Common Department,6490100,2022-02
2512.0,1.0,83,Credit,2022-02-24,Vehicle management expense,10A100020,Cash,,,000,Common Department,0,38700,10E201120,Vehicle Expenses,,,030,Nagoya Branch,104240906,2022-02
2513.0,1.0,87,Debit,2022-02-24,Mobile phone expense,10E200180,Communication Expenses,,,030,Nagoya Branch,71567,0,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,11836821,2022-02
2513.0,1.0,87,Credit,2022-02-24,Mobile phone expense,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,0,71567,10E200180,Communication Expenses,,,030,Nagoya Branch,104169339,2022-02
2522.0,1.0,107,Debit,2022-02-25,Voucher No. 448 dated 2/25 Anonymized Partner 057 | Sales voucher=20220131-113;Note number=R20220225-107-2,10A100060,Notes Receivable,,,000,Common Department,17480828,0,10A100090,Accounts Receivable,2,Anonymized Partner 057,000,Common Department,125683053,2022-02
2522.0,1.0,107,Credit,2022-02-25,Voucher No. 448 dated 2/25 Anonymized Partner 057 | Sales voucher=20220131-113;Note number=R20220225-107-2,10A100090,Accounts Receivable,2,Anonymized Partner 057,000,Common Department,0,17480828,10A100060,Notes Receivable,,,000,Common Department,26006834,2022-02
2523.0,1.0,108,Debit,2022-02-25,Voucher No. 449 dated 2/25 Anonymized Partner 042,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,1733357,0,10A100090,Accounts Receivable,7,Anonymized Partner 042,000,Common Department,105902696,2022-02
2523.0,1.0,108,Credit,2022-02-25,Voucher No. 449 dated 2/25 Anonymized Partner 042,10A100090,Accounts Receivable,7,Anonymized Partner 042,000,Common Department,0,1733357,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,000,Common Department,24273477,2022-02
2523.0,2.0,108,Debit,2022-02-25,Voucher No. 449 dated 2/25 Anonymized Partner 042,10E200690,Service Fees,,,030,Nagoya Branch,735,0,10A100090,Accounts Receivable,7,Anonymized Partner 042,000,Common Department,127982,2022-02
2523.0,2.0,108,Credit,2022-02-25,Voucher No. 449 dated 2/25 Anonymized Partner 042,10A100090,Accounts Receivable,7,Anonymized Partner 042,000,Common Department,0,735,10E200690,Service Fees,,,030,Nagoya Branch,24272742,2022-02
2524.0,1.0,109,Debit,2022-02-25,Voucher No. 450 dated 2/25 Anonymized Partner 056,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,3998498,0,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,109901194,2022-02
2524.0,1.0,109,Credit,2022-02-25,Voucher No. 450 dated 2/25 Anonymized Partner 056,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,0,3998498,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,20274244,2022-02
2524.0,2.0,109,Debit,2022-02-25,Voucher No. 450 dated 2/25 Anonymized Partner 056,10E200690,Service Fees,,,040,Osaka Branch,630,0,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,128612,2022-02
2524.0,2.0,109,Credit,2022-02-25,Voucher No. 450 dated 2/25 Anonymized Partner 056,10A100090,Accounts Receivable,23,Anonymized Partner 056,000,Common Department,0,630,10E200690,Service Fees,,,040,Osaka Branch,20273614,2022-02
2525.0,1.0,110,Debit,2022-02-25,Voucher No. 451 dated 2/25 Anonymized Partner 033,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,4781918,0,10A100090,Accounts Receivable,25,Anonymized Partner 033,000,Common Department,114683112,2022-02
2525.0,1.0,110,Credit,2022-02-25,Voucher No. 451 dated 2/25 Anonymized Partner 033,10A100090,Accounts Receivable,25,Anonymized Partner 033,000,Common Department,0,4781918,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,15491696,2022-02
2525.0,2.0,110,Debit,2022-02-25,Voucher No. 451 dated 2/25 Anonymized Partner 033,10E200690,Service Fees,,,010,Sapporo Sales Office,840,0,10A100090,Accounts Receivable,25,Anonymized Partner 033,000,Common Department,129452,2022-02
2525.0,2.0,110,Credit,2022-02-25,Voucher No. 451 dated 2/25 Anonymized Partner 033,10A100090,Accounts Receivable,25,Anonymized Partner 033,000,Common Department,0,840,10E200690,Service Fees,,,010,Sapporo Sales Office,15490856,2022-02
2526.0,1.0,111,Debit,2022-02-25,taxi expense,10E201230,Travel and Transportation Expenses,,,040,Osaka Branch,14750,0,10B100630,Accounts Payable Other,,,000,Common Department,11589585,2022-02
2526.0,1.0,111,Credit,2022-02-25,taxi expense,10B100630,Accounts Payable Other,,,000,Common Department,0,14750,10E201230,Travel and Transportation Expenses,,,040,Osaka Branch,12115086,2022-02
2527.0,1.0,121,Debit,2022-02-25,Tea expense,10E200140,Employee Welfare Expenses,,,040,Osaka Branch,9500,0,10A100020,Cash,,,000,Common Department,5112116,2022-02
2527.0,1.0,121,Credit,2022-02-25,Tea expense,10A100020,Cash,,,000,Common Department,0,9500,10E200140,Employee Welfare Expenses,,,040,Osaka Branch,114673612,2022-02
2518.0,1.0,24,Debit,2022-02-25,Anonymized Railway Company A multi-ride ticket,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,55850,0,10A100020,Cash,,,000,Common Department,11645435,2022-02
2518.0,1.0,24,Credit,2022-02-25,Anonymized Railway Company A multi-ride ticket,10A100020,Cash,,,000,Common Department,0,55850,10E201230,Travel and Transportation Expenses,,,010,Sapporo Sales Office,114617762,2022-02
2519.0,1.0,35,Debit,2022-02-25,Newspaper expense,10E201160,Books and Publications,,,010,Sapporo Sales Office,3925,0,10A100020,Cash,,,000,Common Department,253745,2022-02
2519.0,1.0,35,Credit,2022-02-25,Newspaper expense,10A100020,Cash,,,000,Common Department,0,3925,10E201160,Books and Publications,,,010,Sapporo Sales Office,114613837,2022-02
2520.0,1.0,37,Debit,2022-02-25,Outsourcing fee,10E200020,Sales Commissions,,,020,Tokyo Branch,754100,0,10B100630,Accounts Payable Other,,,000,Common Department,23890267,2022-02
2520.0,1.0,37,Credit,2022-02-25,Outsourcing fee,10B100630,Accounts Payable Other,,,000,Common Department,0,754100,10E200020,Sales Commissions,,,020,Tokyo Branch,12869186,2022-02
2521.0,1.0,60,Debit,2022-02-25,Travel expense,10E201230,Travel and Transportation Expenses,,,020,Tokyo Branch,10500,0,10A100020,Cash,,,000,Common Department,11655935,2022-02
2521.0,1.0,60,Credit,2022-02-25,Travel expense,10A100020,Cash,,,000,Common Department,0,10500,10E201230,Travel and Transportation Expenses,,,020,Tokyo Branch,114603337,2022-02
2533.0,1.0,109,Debit,2022-02-26,Gasoline,10E201120,Vehicle Expenses,,,040,Osaka Branch,46487,0,10B100630,Accounts Payable Other,,,000,Common Department,6536587,2022-02
2533.0,1.0,109,Credit,2022-02-26,Gasoline,10B100630,Accounts Payable Other,,,000,Common Department,0,46487,10E201120,Vehicle Expenses,,,040,Osaka Branch,12915673,2022-02
2534.0,1.0,113,Debit,2022-02-26,Mobile phone expense,10E200180,Communication Expenses,,,040,Osaka Branch,59831,0,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,11896652,2022-02
2534.0,1.0,113,Credit,2022-02-26,Mobile phone expense,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,0,59831,10E200180,Communication Expenses,,,040,Osaka Branch,114543506,2022-02
2535.0,1.0,114,Debit,2022-02-26,Newspaper expense,10E201160,Books and Publications,,,040,Osaka Branch,2540,0,10A100020,Cash,,,000,Common Department,256285,2022-02
2535.0,1.0,114,Credit,2022-02-26,Newspaper expense,10A100020,Cash,,,000,Common Department,0,2540,10E201160,Books and Publications,,,040,Osaka Branch,114540966,2022-02
2535.0,2.0,114,Debit,2022-02-26,Newspaper expense,10E201160,Books and Publications,,,040,Osaka Branch,2864,0,10A100020,Cash,,,000,Common Department,259149,2022-02
2535.0,2.0,114,Credit,2022-02-26,Newspaper expense,10A100020,Cash,,,000,Common Department,0,2864,10E201160,Books and Publications,,,040,Osaka Branch,114538102,2022-02
2536.0,1.0,131,Debit,2022-02-26,Membership fee,10E201140,Membership Fees,,,040,Osaka Branch,24000,0,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,1246000,2022-02
2536.0,1.0,131,Credit,2022-02-26,Membership fee,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,000,Common Department,0,24000,10E201140,Membership Fees,,,040,Osaka Branch,114514102,2022-02
2537.0,1.0,146,Debit,2022-02-26,Outsourcing fee,10E200020,Sales Commissions,,,050,Kyushu Sales Office,168000,0,10B100630,Accounts Payable Other,,,000,Common Department,24058267,2022-02
2537.0,1.0,146,Credit,2022-02-26,Outsourcing fee,10B100630,Accounts Payable Other,,,000,Common Department,0,168000,10E200020,Sales Commissions,,,050,Kyushu Sales Office,13083673,2022-02
2538.0,1.0,170,Debit,2022-02-26,Newspaper expense,10E201160,Books and Publications,,,050,Kyushu Sales Office,3007,0,10A100020,Cash,,,000,Common Department,262156,2022-02
2538.0,1.0,170,Credit,2022-02-26,Newspaper expense,10A100020,Cash,,,000,Common Department,0,3007,10E201160,Books and Publications,,,050,Kyushu Sales Office,114511095,2022-02
2528.0,1.0,29,Debit,2022-02-26,Mobile phone expense,10E200180,Communication Expenses,,,010,Sapporo Sales Office,66751,0,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,11963403,2022-02
2528.0,1.0,29,Credit,2022-02-26,Mobile phone expense,10A100020,Ordinary Deposits,10,DEF Bank Station Branch,000,Common Department,0,66751,10E200180,Communication Expenses,,,010,Sapporo Sales Office,114444344,2022-02
